                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     180                                      820                  1.5000000000000000E+000                  2.0000000000000000E-002                  2.8182884672246359E+007                  2.8705156028198116E+006                  7.0708762484045865E+003                  4.8707871900401116E+000                  1.4706396320426094E+000                 -2.1808636566570287E+000                  6.9654206180042844E-001                  1.0405703781859431E-005                  2.8288128245803346E-001                  2.3738452291571616E-005                  5.0339305964609265E-003                  9.3463347358729663E-003                  2.0850244238750366E-003                  1.5000000000000000E+000                  0.0000000000000000E+000                  1.0492077418980166E+000                  9.4839272370248755E-005                  4.2052466858161375E-001                  4.1313842970384460E-003                  2.7304574450680340E-003                  1.4067539126196606E-002                  3.1275366358125547E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4573733551641644E+004                  7.3970406545414217E+006                  3.0795843494604559E+009                  4.8408760339805896E+000                  4.8408760339805923E+000                  3.2446457119775975E-041                  1.5655570946346009E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.8938420133288175E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250505"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                      10                  1.4999999999764684E+000                  1.6746545343132191E-001                  3.8875974088862715E+000                 -7.3681408016020606E+000                  4.3278727981393796E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2843480662266183E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4999999999741249E+000                  1.6746194207145643E-001                  3.8961363192143645E+000                 -7.3574726100942422E+000                  4.3480358689580685E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.4406627932361758E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4999999999694373E+000                  1.6745508951391519E-001                  3.9071763501120533E+000                 -7.3508096863260208E+000                  4.3673054008532395E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5402573141651589E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4999999999670937E+000                  1.6745171528057914E-001                  3.9156406367195018E+000                 -7.3483777393832312E+000                  4.3796929604912433E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5769914495593254E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.4999999999647498E+000                  1.6744835981135836E-001                  3.9231548433988110E+000                 -7.3484086295700610E+000                  4.3887574067812762E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5765235672889769E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.4999999999635778E+000                  1.6744668192824155E-001                  3.9286072301076334E+000                 -7.3492380110890378E+000                  4.3946970340692699E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5639736689978044E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.4999999999624061E+000                  1.6744500081827210E-001                  3.9375113315581198E+000                 -7.3518820121120756E+000                  4.4034570196912393E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5241252720026952E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.4999999999600622E+000                  1.6744161800740842E-001                  3.9505917758068416E+000                 -7.3581408073753929E+000                  4.4148690916075317E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.4307589349679974E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.4999999999577185E+000                  1.6743818601171800E-001                  3.9597079511350679E+000                 -7.3628243757883087E+000                  4.4232358237976968E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.3617664235803510E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.4999999999565463E+000                  1.6743645137690999E-001                  3.9653310277228364E+000                 -7.3657233096719068E+000                  4.4287255055109895E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.3194343340376037E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.4999999999553746E+000                  1.6743470510361974E-001                  3.9705091250142823E+000                 -7.3682707846865201E+000                  4.4341467470865412E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2824670856896631E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.4999999999542029E+000                  1.6743294853572194E-001                  3.9752729972718952E+000                 -7.3704641494674226E+000                  4.4395012355910168E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2508117612672602E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.4999999999530309E+000                  1.6743118305252253E-001                  3.9796669714716324E+000                 -7.3723281154339491E+000                  4.4447905964153209E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2240358362170827E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.4999999999518590E+000                  1.6742940995401989E-001                  3.9837362369246456E+000                 -7.3738964303116070E+000                  4.4500163962461494E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2015958275805600E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.4999999999506870E+000                  1.6742763041913289E-001                  3.9894010876925261E+000                 -7.3759151020286575E+000                  4.4577391778777633E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1728310125590870E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.4999999999483431E+000                  1.6742405470157509E-001                  3.9960388162072840E+000                 -7.3776568666901738E+000                  4.4678274600335968E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1481192064645703E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.4999999999459994E+000                  1.6742046452573067E-001                  4.0004848735497340E+000                 -7.3784196860122098E+000                  4.4752430447275851E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1373276571343619E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.4999999999448277E+000                  1.6741866624857771E-001                  4.0046898983466042E+000                 -7.3790650927464201E+000                  4.4825342507943722E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1282119309586227E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.4999999999424838E+000                  1.6741506427825992E-001                  4.0110545419534596E+000                 -7.3795453369760464E+000                  4.4944210539220366E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1214377479603555E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.4999999999389679E+000                  1.6740965517652895E-001                  4.0189054828272424E+000                 -7.3792625754966075E+000                  4.5105350402713533E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1254253905845169E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.4999999999342808E+000                  1.6740244742096930E-001                  4.0247551126423211E+000                 -7.3780852418280158E+000                  4.5238874497322463E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1420566805835947E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.4999999999319369E+000                  1.6739885316565253E-001                  4.0284071586011718E+000                 -7.3771793681488820E+000                  4.5325665930781192E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1548839988512630E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.4999999999295932E+000                  1.6739526631064627E-001                  4.0335624710862721E+000                 -7.3756634303783759E+000                  4.5452689255822625E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.1764098834992216E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.4999999999249056E+000                  1.6738811733227457E-001                  4.0397572018372534E+000                 -7.3729989784362484E+000                  4.5616483883174075E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2144269673833159E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.4999999999202183E+000                  1.6738101172970099E-001                  4.0453988161649761E+000                 -7.3699499593455293E+000                  4.5774334986658953E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2582183692379866E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.4999999999155307E+000                  1.6737395549306389E-001                  4.0492964423182869E+000                 -7.3673837902570929E+000                  4.5889076025547633E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.2953139473747916E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.4999999999131872E+000                  1.6737044803233225E-001                  4.0530357940291051E+000                 -7.3648460842408658E+000                  4.6000867027008736E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.3322143300687531E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.4999999999084996E+000                  1.6736347372903621E-001                  4.0588396985018722E+000                 -7.3603676815270145E+000                  4.6181030448676559E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.3978625748523270E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.4999999999014684E+000                  1.6735311897756203E-001                  4.0651777815892576E+000                 -7.3545900083891516E+000                  4.6387821470465402E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.4835631637512733E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.4999999998944371E+000                  1.6734290034303742E-001                  4.0700364995458820E+000                 -7.3495475024285817E+000                  4.6552945553717748E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.5592966979010075E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.4999999998897500E+000                  1.6733616616597807E-001                  4.0737256892084863E+000                 -7.3455049443893232E+000                  4.6680676200946039E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.6206504479062724E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.4999999998850624E+000                  1.6732949407311404E-001                  4.0789940376383962E+000                 -7.3395054795072685E+000                  4.6865504301885554E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.7127636334821369E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      42                  1.4999999998756874E+000                  1.6731633205863736E-001                  4.0838502454161656E+000                 -7.3332177130015062E+000                  4.7042807551771917E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.8106791555709741E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      43                  1.4999999998709999E+000                  1.6730984520535427E-001                  4.0885056361844088E+000                 -7.3271311829961547E+000                  4.7213165307395553E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  6.9068212850633208E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      44                  1.4999999998616249E+000                  1.6729705120194269E-001                  4.0928602175787683E+000                 -7.3208872546486008E+000                  4.7377110984864910E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.0068602583090695E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      45                  1.4999999998569375E+000                  1.6729074509707736E-001                  4.0970635531016901E+000                 -7.3148343508898570E+000                  4.7535101217662623E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.1052217739596638E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      46                  1.4999999998475624E+000                  1.6727830664328577E-001                  4.1023579998977224E+000                 -7.3067565341408942E+000                  4.7737216071098452E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.2386432655796521E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      47                  1.4999999998381877E+000                  1.6726609636524323E-001                  4.1076940839058125E+000                 -7.2983259246833860E+000                  4.7942153966056633E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.3805647624970595E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      48                  1.4999999998276405E+000                  1.6725262269257296E-001                  4.1126122714448661E+000                 -7.2902599638592926E+000                  4.8132246599922803E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.5189518902407971E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      49                  1.4999999998188513E+000                  1.6724160030876065E-001                  4.1169089952230618E+000                 -7.2830878231346050E+000                  4.8298138705966638E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.6441819590553776E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  1.4999999998100626E+000                  1.6723075764009943E-001                  4.1231162203316218E+000                 -7.2726883777410247E+000                  4.8535691620259120E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  7.8294771417417511E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      51                  1.4999999997924844E+000                  1.6720958306217065E-001                  4.1296302049605194E+000                 -7.2613624079233743E+000                  4.8785288657081853E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  8.0363948261829792E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      52                  1.4999999997807656E+000                  1.6719582840001859E-001                  4.1359050752724356E+000                 -7.2505415922019356E+000                  4.9021346274486746E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  8.2391903037106909E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      53                  1.4999999997631874E+000                  1.6717570176399951E-001                  4.1431267366048719E+000                 -7.2380505720596702E+000                  4.9288704686819562E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  8.4796597007459489E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      54                  1.4999999997456093E+000                  1.6715614307682855E-001                  4.1501017324500333E+000                 -7.2261387043273286E+000                  4.9540598319587588E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  8.7155152415990092E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      55                  1.4999999997280311E+000                  1.6713711102030171E-001                  4.1557658261292483E+000                 -7.2166400189054327E+000                  4.9739928758214473E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  8.9082827349095499E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      56                  1.4999999997163125E+000                  1.6712469612832578E-001                  4.1602270007796225E+000                 -7.2093259254727373E+000                  4.9893074552670278E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  9.0596167816698182E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      57                  1.4999999997045936E+000                  1.6711248753051969E-001                  4.1668253744264083E+000                 -7.1988003315738203E+000                  5.0113144341586864E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  9.2819228381740909E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      58                  1.4999999996811562E+000                  1.6708865203119105E-001                  4.1755075404721476E+000                 -7.1855759089873947E+000                  5.0390289028113413E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  9.5689790010843952E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      59                  1.4999999996577187E+000                  1.6706552764191654E-001                  4.1819905350805566E+000                 -7.1762723339870673E+000                  5.0587166361684934E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  9.7762314532748084E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  1.4999999996459998E+000                  1.6705420915519631E-001                  4.1884355755705958E+000                 -7.1674016772021618E+000                  5.0775523641962952E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  9.9780194512141759E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      61                  1.4999999996225626E+000                  1.6703202729546029E-001                  4.1949277915734005E+000                 -7.1590553985206808E+000                  5.0956086284104805E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0171680942715421E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      62                  1.4999999996108435E+000                  1.6702114623370706E-001                  4.2014048311141634E+000                 -7.1510899819461189E+000                  5.1129457570171812E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0360009955224594E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      63                  1.4999999995874063E+000                  1.6699977723223422E-001                  4.2090369957840101E+000                 -7.1423811600811362E+000                  5.1323384133297010E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0569908605383013E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      64                  1.4999999995698283E+000                  1.6698406664964474E-001                  4.2156017291426426E+000                 -7.1353247439226468E+000                  5.1483004261446590E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0743096522233150E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      65                  1.4999999995522502E+000                  1.6696860760582036E-001                  4.2210945359673264E+000                 -7.1297288716161207E+000                  5.1611699077134290E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0882453279883303E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      66                  1.4999999995405313E+000                  1.6695843261682486E-001                  4.2254830795243317E+000                 -7.1254066299630221E+000                  5.1711987047121291E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.0991328506211106E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      67                  1.4999999995288125E+000                  1.6694835768580538E-001                  4.2320305041314521E+000                 -7.1191443240497785E+000                  5.1858219416197313E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.1151008548675517E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      68                  1.4999999995053750E+000                  1.6692849423594242E-001                  4.2406620830654154E+000                 -7.1111686817102786E+000                  5.2045871848678873E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.1357739820379108E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      69                  1.4999999994819375E+000                  1.6690898958923531E-001                  4.2490788138495219E+000                 -7.1035022942145094E+000                  5.2225782466318682E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.1560067340055885E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  1.4999999994585003E+000                  1.6688982366766250E-001                  4.2571829373496923E+000                 -7.0960358333521620E+000                  5.2398565536041044E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.1760582944876444E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      71                  1.4999999994350628E+000                  1.6687098196017250E-001                  4.2649015882925783E+000                 -7.0886886918606917E+000                  5.2564764980499072E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.1961289445561181E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      72                  1.4999999994116253E+000                  1.6685245393336842E-001                  4.2703862929050524E+000                 -7.0831905834102322E+000                  5.2685389688968050E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.2113722559438357E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      73                  1.4999999993999065E+000                  1.6684330558738225E-001                  4.2739276818839240E+000                 -7.0795648359416514E+000                  5.2763990740364575E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.2215306661482061E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      74                  1.4999999993881878E+000                  1.6683423272830536E-001                  4.2790693787662848E+000                 -7.0741822478635772E+000                  5.2879297216771830E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.2367686286026513E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      75                  1.4999999993647506E+000                  1.6681630884664631E-001                  4.2855318180581898E+000                 -7.0669995622942325E+000                  5.3028450412138648E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.2573991425202760E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      76                  1.4999999993413129E+000                  1.6679867680040061E-001                  4.2916243495373569E+000                 -7.0598772360155779E+000                  5.3172673785415387E+000                  6.9999999940171498E-001                  2.8000000059828500E-001                  2.0000000000000018E-002                  1.2781961330978015E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
